611,Clacton-on-sea,27,GB
612,Ås,,NO
613,Frenes sur escot,,FR
614,Thatcham,34,GB
615,Chemnitz,,DE
616,Vizze,,IT
617,Ely,38,GB
618,Isernhagen,,DE
619,Aouste sur sye,,FR
620,Olomouc,,CZ
621,Crewe,,GB
622,Blauwestad,,NL
623,Rotterdam,,NL
624,Newton abbot,76,GB
625,Edenbridge,,GB
626,Kolding,,DK
627,Wädenswil,,CH
628,Lontzen,,BE
629,Alton,,GB
630,Laigueglia,89,IT
631,Bury,67,GB
632,Tuitjenhorn,,NL
633,King's lynn,44,GB
634,Vigonza,,IT
635,Essen,,BE
636,Brno,,CZ
637,Southampton,,GB
638,Luz meu,,PT
639,Perugia,90,IT
640,Wrocław,,PL
641,South ockendon,,GB
642,Moncalieri,58,IT
643,Radstock,,GB
644,Weston-super-mare,91,GB
645,Liedekerke,,BE
646,Quinta do anjo / quinta das flores,,PT
647,South queensferry,,GB
648,Sunderland,,GB
649,Prato,,IT
650,Withernsea,,GB
651,Winsford,72,GB
652,Durham,,GB
653,Cramlington,,GB
654,Avoch,,GB
655,Llanfairpwllgwyngyll,,GB
656,Southall,,GB
657,Bonnybridge,,GB
658,Nave,,IT
659,Halifax,,GB
660,Swansea,,GB
661,Radziemice,,PL
662,Watermael-boitsfort,,BE
663,Tolvsrød,,NO
664,Palosco,,IT
665,Samora correia,,PT
666,Soignies,,BE
667,Cesena,,IT
668,Coniston,,GB
669,Bishop's stortford,25,GB
670,Guildford,4,GB
671,Trelaze,,FR
672,Greenford,,GB
673,Bauerbach,,DE
674,Le girouard,,FR
675,Raufoss,,NO
676,Amstelveen,,NL
677,Battle,1,GB
678,Piekary śląskie,,PL
679,Northwich,,GB
680,Litobratřice,,CZ
681,Haslemere,4,GB
682,Echirolles,,FR
683,Macerata,,IT
684,Travedona-monate,,IT
685,Belotin,,CZ
686,Mering,,DE
687,Kraków,,PL
688,Vlaardingen,,NL
689,Wuppertal,,DE
690,Cosne cours sur loire,,FR
691,Oldbury,8,GB
692,Saltburn-by-the-sea,69,GB
693,Evaux les bains,,FR
694,West bromwich,8,GB
695,Stare kurowo,,PL
696,Nijmegen,,NL
697,Öhringen,,DE
698,Ellesmere port,,GB
699,Bangor,35,GB
700,Rennes,,FR
701,Abzac,,FR
702,Pellezzano,92,IT
703,Longford,93,IE
704,Tredegar,,GB
705,Vagney,,FR
706,Saulx les chartreux,,FR
707,Corbeil essonnes,,FR
708,Auzebosc,,FR
709,Choppington,,GB
710,Bad kreuznach,,DE
711,Ilkley,70,GB
712,Sestri ponente,,IT
713,Lablachere,,FR
714,Estacion ferrea san roque,,ES
715,Newcastle,94,IE
716,Riedering,,DE
717,Eskilstuna,,SE
718,Heckmondwike,70,GB
719,Saint sebastien sur loire,,FR
720,Berwick-upon-tweed,,GB
721,Pößneck,,DE
722,St philbert de grand lieu,,FR
723,Wareham,79,GB
724,Bootle,62,GB
725,Reading,,GB
726,Kempten (allgäu),,DE
727,Schillingen,,DE
728,Trevi,90,IT
729,Alonte,,IT
730,Grenoble,,FR
731,Vence,,FR
732,Kovarce,,SK
733,Białystok,,PL
734,Wellingborough,,GB
735,Bergkamen,,DE
736,Nové mesto nad váhom,,SK
737,Valverde,95,IT
738,Potters bar,,GB
739,Waterford city,96,IE
740,Marcon,,IT
741,Gordola,,CH
742,Matelica,97,IT
743,Selkirk,,GB
744,Bridgwater,98,GB
745,Treorchy,99,GB
746,Massanzago,100,IT
747,Bekkjarvik,,NO
748,Hoddesdon,,GB
749,Kilmaallock co limerick,,IE
750,Naas,101,IE
751,Arbroath,,GB
752,Hassendorf,,DE
753,Merthyr tydfil,,GB
754,Eaton socon,,GB
755,Saint-denis-bovesse,,BE
756,Surbiton,4,GB
757,Egham,4,GB
758,København nv,,DK
759,Northwich,72,GB
760,Godalming,4,GB
761,Žilina,,SK
762,Sint truiden,,BE
763,Ripon,32,GB
764,Santo stefano di magra,,IT
765,Radzymin,,PL
766,Cleethorpes,,GB
767,Baneins,,FR
768,Moena,102,IT
769,Wakefield,,GB
770,Radawiec duży,,PL
771,Neufeld an der leitha,,AT
772,Chesterfield,61,GB
773,Chiampo,42,IT
774,Gateshead,,GB
775,Somerset,,GB
776,East sussex,,GB
777,Darlington,,GB
778,Namur,,BE
779,Oulu,,FI
780,Mötzingen,,DE
781,Sant pere de vilamajor,,ES
782,Schwentinental,,DE
783,San pietro in casale,,IT
784,Almere,,NL
785,Leighton buzzard,,GB
786,Marseille 15,,FR
787,Putte,,BE
788,Henley-on-thames,,GB
789,Gondomar,,ES
790,Gillingham,,GB
791,Itzehoe,,DE
792,Bonn,,DE
793,Bunkeflostrand,,SE
794,Grantham,29,GB
795,Vollrathsruhe,,DE
796,Altenburg,,DE
797,Hinckley,103,GB
798,Aachen,,DE
799,Osimo,,IT
800,Pozzuoli,,IT
801,Havant,10,GB
802,Doncaster,,GB
803,Bakewell,,GB
804,Langenhagen,,DE
805,Camberley,4,GB
806,Echt,,NL
807,Paris 8,,FR
808,Jasionka,,PL
809,Barnet,25,GB
810,Newton abbot,,GB
811,Draveil,,FR
812,Meiningen,,DE
813,Bodmin,,GB
814,Sládkovičovo,,SK
815,Caserta,104,IT
816,Grimisuat,,CH
817,Dartford,,GB
818,North shields,,GB
819,Dudley,,GB
820,Padova,,IT
821,Cesano maderno,43,IT
822,Héron,,BE
823,Rutka-tartak,,PL
824,Praha 6,,CZ
825,Gellainville,,FR
826,Seillons source d argens,,FR
827,Drøbak,,NO
828,Ashington,105,GB
829,Illertissen,,DE
830,Ostfildern,,DE
831,Solihull,,GB
832,Saint cyprien plage,,FR
833,North walsham/norfolk,,GB
834,Holyhead,,GB
835,Broadstairs,18,GB
836,Edegem,,BE
837,Baug,,FR
838,Brough,,GB
839,Eastleigh,10,GB
840,Leutkirch im allgäu,,DE
841,Consandolo,,IT
842,Sestri levante,68,IT
843,Mont st aignan,,FR
844,Immingham,,GB
845,Darlington,106,GB
846,San severo,,IT
847,Rosbach vor der höhe,,DE
848,St martin d'ablois,,FR
849,Aschersleben,,DE
850,Volx,,FR
851,Arganil,,PT
852,Koźmin wielkopolski,,PL
853,Bonnyrigg,107,GB
854,Harrow,108,GB
855,Fjelldal,,NO
856,Backnang,,DE
857,Offenbach am main,,DE
858,Sannois,,FR
859,Mönchberg,,DE
860,Gravesend,18,GB
861,Zwijndrecht,,NL
862,Alcester,,GB
863,Cremosano,109,IT
864,Oldervik,,NO
865,Eggersdorf,,DE
866,Barge,110,IT
867,Napoli,55,IT
868,Chelles,,FR
869,Louth,111,IE
870,Haddington,,GB
871,Skogn,,NO
872,Zetel,,DE
873,Bischofsheim,,DE
874,Deggendorf,,DE
875,Sheringham,44,GB
876,Largs,26,GB
877,Tremeloir,,FR
878,Rapallo,,IT
879,Newtownabbey,112,GB
880,Sannes,,FR
881,Duisburg,,DE
882,Sonico,,IT
883,Hinckley,,GB
884,Exeter,,GB
885,Church road,,GB
886,Kilcreggan,,GB
887,Sesto fiorentino,,IT
